,roles,companies,locations,experience,skills,skill index
126,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"['_', '_', '_', 'machine learning', '_', '_', '_', 'it skills', '_', 'python', '_', 'data science', '_', '_', '_', 'data scientist', '_']",-1.0
127,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"['_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_']",-1.0
128,Manager - Data Scientist/Python,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"['_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', 'python', '_']",-1.0
129,Data Scientist - Machine Learning,ZISPL,'Gurgaon',5-7 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_']",-1.0
130,Hiring For Data Analyst and Data Scientist For Gurgaon Location,Shadow Placements,"'Noida', ' Gurgaon', 'Delhi'",3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', 'r', '_', '_', '_']",-1.0
131,"Sr. Prin, Data Scientist",BNY Mellon,'Pune',6-10 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
132,Data Scientist,Fundnel Limited,'Mumbai',3-5 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
133,Data Scientist-Permanent Remote Job,Lending Tree Research Services LLP,'Remote',1-6 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
134,Resulticks Hiring - Data Scientist @ Chennai Location,RESULTICKS DIGITALS INDIA PRIVATE LIMITED,'Chennai',3-6 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
135,Data Scientist,TK INTERACTIVE PRIVATE LIMITED,'Mumbai',3-7 ,"['_', 'it skills', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
136,Data Scientist,Whatfix,"'Gurgaon', 'Bangalore'",1-3 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
137,Data Scientist and Director Data Scientist,OyoRooms,"'Hyderabad', ' Gurgaon', ' Bangalore', 'Delhi'",2-7 ,"['_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
138,Data Scientist | Market Analytics | Remote,Vision Beyond Resources India Private Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', ' Bangalore', 'Mumbai'",3-7 ,"['_', '_', '_', 'python', '_', 'r', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
139,Senior/Lead Data Scientist - Machine Learning/Deep Learning,Squareroot Consulting Pvt Ltd.,'Bangalore',1-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
140,Sr. Data Scientist,Easy Recruit,'Bangalore',8-11 ,"['_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
141,Senior Data Scientist / Tech Lead - SQL / Python / Big Data,Exploro Solutions,"'Pune', ' Chennai', 'Bangalore'",5-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', 'r', '_', '_', '_', 'data scientist', '_']",-1.0
142,Senior Data Scientist/Tech Lead - SQL/Python/Big Data,Exploro Solutions,"'Pune', ' Chennai', 'Bangalore'",5-10 ,"['_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
143,Data Scientist / Sr Data Scientist,Connexions,'Gurgaon',2-6 ,"['_', '_', '_', 'r', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
144,Data Scientist / Machine Learning Engineer,PubMatic,'NewDelhi',3-7 ,"['_', 'computer science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
145,Data Scientist,Tiger Analytics India LLP,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', 'Delhi'",4-9 ,"['_', 'data science', '_', 'r', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
146,GSC Operational Analytics Data Scientist,Intel,'Bangalore',5-8 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
147,Principal Data Scientist,Signify,'Bangalore',6-12 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
148,Deputy Manager - Data Scientist,HDFC LIFE INSURANCE COMPANY LIMITED,'Bangalore',3-7 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'artificial intelligence', '_']",-1.0
149,Global Tax Automation & Operations / Data Scientist Advisor,Dell,'Bangalore',5-7 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_']",-1.0
150,Data Scientist,IBM,'Bangalore',3-4 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
151,Data Scientist: Artificial Intelligence,IBM,'Bangalore',12-15 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
152,Data Scientist I,Delhivery,'Bangalore',2-5 ,"['_', 'computer science', '_', '_', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
153,Data Scientist - Machine Learning/Python,CarbyneTech India,'Hyderabad',3-8 ,"['_', '_', '_', 'r', '_', 'data scientist', '_', '_', '_', 'machine learning', '_', 'python', '_', 'sql', '_']",-1.0
154,Data Scientist - Image Recognition/Machine Learning,CarbyneTech India,'Hyderabad',5-10 ,"['_', '_', '_', 'data scientist', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
155,Data Scientist - Image Recognition/ Machine Learning,CarbyneTech India,'Hyderabad',5-10 ,"['_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
156,Data Scientist,Liquiloans,'Mumbai',3-4 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'data scientist', '_', '_', '_', '_', '_', 'python', '_']",-1.0
157,Data Scientist - Machine/deep Learning Algorithms,CarbyneTech India,'Hyderabad',3-8 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', 'machine learning', '_']",-1.0
158,Data Scientist - Image Processing/Machine Learning,CarbyneTech India,'Hyderabad',6-11 ,"['_', '_', '_', 'data science', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
159,Data Scientist - Image Processing/ Machine Learning,CarbyneTech India,'Hyderabad',6-11 ,"['_', '_', '_', 'data science', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
160,Data Scientist - Machine Learning/APICS,CarbyneTech India,'Hyderabad',3-8 ,"['_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_']",-1.0
161,Associate Data Scientist,CBA Services Private Limited,'Bangalore',3-6 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'sql', '_']",-1.0
162,Data Scientist/ Data Science Engineer,futurism technologies,'Pune',4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
163,Data Scientist/ Data Science Engineer,futurism technologies,'Pune',4-9 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
164,Data Scientist-Client Engineering,IBM,'Mumbai',10-15 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
165,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"['_', '_', '_', 'python', '_', 'big data', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
166,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"['_', '_', '_', 'python', '_', 'big data', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
167,Senior Data Scientist,Pitney Bowes India Pvt ltd,'Pune',3-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_', 'it skills', '_', '_', '_', '_', '_']",-1.0
168,Senior Data Scientist,SALESFORCE,'Hyderabad',5-10 ,"['_', 'computer science', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
169,Senior Data Scientist,Quadratyx,'Hyderabad',5-8 ,"['_', 'r', '_', 'python', '_', 'machine learning', '_', 'data science', '_', 'it skills', '_', 'java', '_', '_', '_', '_', '_']",1.0
170,YASH Technologies is Hiring - Senior Data Scientist,Yash Technologies,"'Indore', ' Hyderabad', 'Pune\n'",5-10 ,"['_', '_', '_', 'machine learning', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
171,Senior Quantitative Data Scientist - Fully Remote,RemoteStar Ltd,'Remote',6-11 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
172,Data Scientist: Artificial Intelligence,IBM,'Bangalore',4-8 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
173,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
174,Data Scientist: Artificial Intelligence,IBM,'Bangalore',1-2 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
175,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_']",-1.0
176,Junior Data Scientist,Diabsolut Inc.,'Bangalore',2-4 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
177,Associate Data Scientist,Shell,'Chennai',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', 'data science', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
178,Data Analyst/Data Scientist with Data Bricks/Informatic,Devcool Technologies Private Limited,'Remote',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
179,Data Scientist,CHANGE LEADERS CONSULTING,'NewDelhi',3-8 ,"['_', 'machine learning', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
180,Data Scientist NBFC's -NSE BSE Listed +3000 Employee -Delhi,hCapital Business Consulting Private Limited,'Delhi',3-8 ,"['_', '_', '_', 'python', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
181,Data Scientist,CBA Services Private Limited,'Bangalore',5-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'sql', '_']",-1.0
182,Data Scientist,kk consulting services,'Bangalore',2-5 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
183,Data Scientist,DigilyticsAI,'Gurgaon',3-6 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'r', '_', 'artificial intelligence', '_']",-1.0
184,Data Scientist,Star Union Dai-ichi Life Insurance,"'Thane', ' Navi Mumbai', 'Mumbai'",6-8 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
185,Data Scientist - Python,Team4Progress,'Bangalore',4-7 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
186,Principal Data Scientist,Walmart,'Bangalore',7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', 'it skills', '_', 'data science', '_']",-1.0
187,Data Scientist,Nokia,'Gurgaon',4-7 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
188,Data Scientist | A Fintech Organisation,Vision Beyond Resources India Private Limited,'Gurgaon',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",-1.0
189,Fresher / Data Scientist / Data Analyst / python / Power BI - interns,Excel PTP Solutions,'Ahmedabad',0-2 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
190,"Data Scientist / Lead Data Engineer (SQL, Azure Synposys, Bigdata)",Inovar Consulting,'Hyderabad',7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
191,Lead/Senior Data Scientist,Mapps IT Services Pvt Ltd.,'Remote',5-10 ,"['_', '_', '_', '_', '_', 'python', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
192,Senior / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',5-10 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
193,Senior Data Scientist - Research,Gojek,'Bangalore',5-11 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'sql', '_']",-1.0
194,Data Scientist /Senior Data Scientist,Dun & Bradstreet,"'Chennai', 'Bangalore'",2-5 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
195,Senior Data Scientist,Gsn Games India,'Bangalore',3-5 ,"['_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
196,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
197,"Senior Data Scientist, Speech Synthesis",NVIDIA,"'Hyderabad', ' Pune', 'Bangalore'",4-7 ,"['_', '_', '_', '_', '_']",-1.0
198,Senior Data Scientist (Marketplace),Walmart,'Bangalore',4-8 ,"['_', 'java', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_', '_', '_', 'it skills', '_', 'data science', '_']",-1.0
199,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'machine learning', '_', 'big data', '_', 'computer science', '_', '_', '_', '_', '_']",-1.0
200,Senior Data Scientist - Customer Analytics,Atlassian,'Bangalore',4-8 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'r', '_', 'sql', '_', '_', '_', '_', '_']",-1.0
201,Senior Data Scientist,Ericsson Global Services,'Bangalore',10-20 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
202,Sr Applied Data Scientist,Tesco Bengaluru,'Bangalore',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
203,Data Scientist (Lead Associate / Assistant Manager),HigHRise Solutions LLP,'Gurgaon',3-6 ,"['_', '_', '_', '_', '_', 'python', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
204,Data Scientist: Artificial Intelligence,IBM,'Kolkata',12-15 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
205,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'r', '_', 'data scientist', '_']",-1.0
206,Data Scientist - Python/Machine Learning,Exploro Solutions,'Bangalore',5-10 ,"['_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_', '_', '_']",-1.0
207,Data Scientist - Python/SQL,Catalyst,'Bangalore',2-7 ,"['_', 'java', '_', 'data science', '_', '_', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', 'r', '_']",-1.0
208,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', '_', '_', 'r', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
209,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', 'machine learning', '_', 'r', '_', '_', '_', 'it skills', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
210,Data Scientist,Mindreamers,'Noida',2-5 ,"['_', 'r', '_', 'python', '_', 'it skills', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",1.0
211,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_']",-1.0
212,Data Scientist - Machine Learning,Synctactic AI,'Bangalore',8-13 ,"['_', 'big data', '_', '_', '_', '_', '_', 'machine learning', '_', 'data science', '_', '_', '_', 'java', '_', '_', '_']",-1.0
213,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'data scientist', '_', '_', '_']",-1.0
214,Data Scientist - Machine Learning/Deep Learning,Serving Skill,'Bangalore',4-6 ,"['_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
215,Data Scientist - Machine Learning,Catalyst,'Bangalore',2-7 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
216,Data Scientist - HDFS/SQL,Glowfin India Solutions,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
217,Excellent opportunity For Data Scientist in Pune For a MNC,Peoplefy Infosolutions Pvt. Ltd.,'Pune',6-11 ,"['_', 'data science', '_', 'python', '_', 'machine learning', '_', '_', '_', 'r', '_', 'sql', '_', 'it skills', '_']",-1.0
218,Fraud Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",2-7 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_']",-1.0
219,Data Scientist: Artificial Intelligence,IBM,'Mumbai',2-6 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
220,Junior Data Scientist,Accenture,'India',2-6 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
221,Senior Data Scientist - Analytics Organization- Data Science,PlaceMinds Consulting Pvt. Ltd,"'Mumbai', ' Pune', 'Bangalore'",6-11 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
222,Data Scientist - Python - IIT/ DSE/ IIMS,Huquo Consulting Pvt. Ltd,'Delhi',2-5 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
223,Data Scientist,Alp Consulting Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', 'Delhi'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
224,Data & Applied Scientist Manager,Microsoft,'Bangalore',6-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', 'big data', '_', 'computer science', '_', '_', '_']",-1.0
225,Data Scientist,SS Supply Chain Solutions Pvt. Ltd. (3SC),'Pune',3-8 ,"['_', 'data science', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
226,"Data scientist,Pan India",Z2Plus Placement & Security Agency Pvt. Ltd.,'remote',2-3 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
227,Data Scientist,Michelin,'Pune',2-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
228,Data Scientist-Onsite and offshore,PROKXIMITY,"'Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",3-8 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', 'r', '_', '_', '_']",-1.0
